Solution name,Objective,Similarity
670,75620,92
671,78714,89
672,79389,90
673,75719,88
674,80045,91
675,79101,90
676,83541,90
677,78674,89
678,78878,88
679,79217,90
68,84545,89
680,74403,89
681,77800,88
682,78490,88
683,78258,90
684,76673,89
685,77140,91
686,74977,93
687,76962,87
688,70407,100
689,78696,92
69,78164,87
690,76536,92
691,76134,94
692,81034,91
693,79443,91
694,76193,92
695,73408,93
696,81164,93
697,74591,90
698,82676,90
699,73502,91
7,77462,91
70,83362,90
700,76684,86
701,73387,89
702,78032,89
703,76683,89
704,76783,89
705,75882,92
706,81825,87
707,75481,91
708,79674,90
709,73542,93
71,79456,92
710,77551,91
711,79622,90
712,85700,87
713,76996,94
714,78937,90
715,76007,90
716,76314,92
717,78741,88
718,75237,90
719,79999,84
72,84566,91
720,78385,92
721,74139,92
722,76039,91
723,74383,93
724,81565,95
725,79793,91
726,80060,89
727,77217,89
728,79001,86
729,76610,91
73,82018,89
730,82887,87
731,81067,90
732,77698,89
733,81678,93
734,77089,88
735,75676,90
736,77252,89
737,78642,91
738,76578,91
739,81327,85
74,75548,89
740,80451,90
741,73963,91
742,80026,89
743,75420,91
744,76836,89
745,81252,89
746,81155,91
747,76672,89
748,79866,92
749,75290,91
75,74783,91
750,80569,90
751,75415,89
752,78505,86
753,77929,91
754,78277,88
755,79517,93
756,79452,87
757,74326,90
758,76986,87
759,77316,90
76,77883,89
760,73984,89
761,79477,90
762,80260,89
763,78836,88
764,74671,90
765,79195,87
766,74725,90
767,81001,90
768,78434,89
769,82322,87
77,74497,88
770,78069,92
771,77396,91
772,80052,91
773,77460,88
774,78135,89
775,78909,88
776,79934,92
777,76412,91
778,77452,91
779,76265,92
78,72149,90
780,76432,90
781,75810,90
782,80919,92
783,75856,93
784,82955,91
785,77314,90
786,72860,90
787,77904,92
788,79369,89
789,74234,92
79,80786,91
790,82596,89
791,77964,89
792,81568,88
793,75097,91
794,74622,91
795,78672,89
796,76232,90
797,77577,85
798,77551,88
799,78947,90
8,80070,90
80,79427,91
800,74751,91
801,82449,89
802,75798,91
803,76040,89
804,77331,86
805,84235,93
806,82451,90
807,74919,88
808,75896,89
809,79575,90
81,86676,88
810,79569,91
811,78325,89
812,81425,88
813,76987,89
814,78174,89
815,78607,91
816,74018,86
817,78080,85
818,75903,91
819,77678,91
82,74302,90
820,79347,90
821,75987,89
822,74280,92
823,76106,90
824,73201,90
825,81938,92
826,81946,91
827,79227,90
828,78919,89
829,79540,90
83,78148,88
830,73037,89
831,78402,91
832,79895,90
833,79960,89
834,78647,91
835,82260,90
836,73926,91
837,75615,93
838,79201,86
839,79959,92
84,84519,92
840,80132,92
841,75796,90
842,81459,88
843,74056,88
844,77250,90
845,77298,91
846,76854,91
847,78652,89
848,77264,93
849,77915,91
85,73007,90
850,77314,94
851,82368,87
852,73859,90
853,78139,91
854,79188,92
855,74079,91
856,75610,91
857,74583,89
858,83062,89
859,78918,90
86,74223,88
860,75335,92
861,79893,91
862,79040,94
863,78891,91
864,81359,92
865,75659,90
866,86968,90
867,77856,91
868,82168,89
869,78993,91
87,77893,87
870,75106,92
871,75079,89
872,77674,90
873,74995,88
874,77732,91
875,74365,89
876,71993,92
877,78105,90
878,76233,88
879,76506,92
88,74963,89
880,73388,91
881,80955,90
882,72454,92
883,74294,91
884,82070,92
885,76955,90
886,82602,89
887,77496,86
888,78649,88
889,81565,90
89,78621,91
890,79387,90
891,71508,92
892,78690,91
893,78747,89
894,79350,91
895,80396,93
896,81072,88
897,79283,92
898,77643,91
899,78425,90
9,77007,92
90,77914,90
900,72873,90
901,73599,89
902,77377,90
903,76937,89
904,80165,90
905,74692,90
906,82079,92
907,80606,91
908,74207,89
909,82220,88
91,76117,90
910,83763,87
911,72867,91
912,81250,90
913,74525,89
914,77754,92
915,76297,90
916,75816,87
917,80078,91
918,79195,91
919,77573,91
92,80481,90
920,78741,89
921,75621,91
922,76688,92
923,77735,92
924,78186,91
925,77659,91
926,80488,89
927,81581,91
928,77332,89
929,76171,92
93,83915,90
930,73151,88
931,82906,89
932,78552,91
933,79020,91
934,77831,91
935,80741,89
936,76367,88
937,77590,90
938,78923,89
939,75807,90
94,71858,92
940,81321,87
941,76686,88
942,75666,91
943,78197,89
944,82264,91
945,78241,92
946,76155,91
947,75153,92
948,77445,91
949,82455,90
95,79647,89
950,76974,93
951,75539,91
952,75803,90
953,80005,93
954,81470,92
955,82352,92
956,83560,92
957,78813,87
958,78318,88
959,73903,90
96,79033,90
960,78745,92
961,79386,91
962,73840,90
963,76505,91
964,79297,89
965,75872,89
966,84052,88
967,77374,92
968,77124,89
969,83119,91
97,74430,89
970,76586,90
971,78404,91
972,77079,89
973,77919,91
974,81737,90
975,75969,88
976,74760,89
977,73746,90
978,77706,89
979,74042,90
98,78108,85
980,81819,90
981,78501,92
982,77075,89
983,82315,90
984,81586,90
985,77134,93
986,82611,89
987,76744,91
988,78001,91
989,78191,87
99,77997,90
990,76986,90
991,76139,89
992,75250,91
993,78846,92
994,77671,91
995,76500,93
996,79109,90
997,83196,90
998,83254,90
999,79306,91
